"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Çetin, D.; Sönmez, A.","Çetin, Dilek (57271622600); Sönmez, Alper (56115607100)","57271622600; 56115607100","The industry structure in EMEs","2018","Issues in Emerging Market Economies","","","","51","68","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115690185&partnerID=40&md5=34943ff218f36650f37894782758c13a","SDU University, Kaskelen, Almaty, Kazakhstan; Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey","Çetin, Dilek, SDU University, Kaskelen, Almaty, Kazakhstan; Sönmez, Alper, Department of Economics, Selçuk Üniversitesi, Selçuklu, Konya, Turkey","Industrialization is the main driver for increasing the standards of living and the economic development of a country especially for underdeveloped and developing nations. The industry sector is the sector which influences the transformation from being a developing nation to being a developed one. In the first phase of industrialization, as the countries developed, the share of industry in GDP and employment increases while the share of agriculture decreases. To distinguish the industrialization level of the countries, the structure of the industry can be used. To understand the industry structure, the share of industry in employment and value added in GDP are used. Moreover, the growth rate of industry in value added has been a good indicator for the industrialization rate. Manufacturing industry is the most important part of the industry as all the production process is executed. The share of value added of manufacturing industry in GDP is used to analyze the structure of manufacturing industry. China is a remarkable country with high levels of industrialization. Since the industrial revolution, countries utilize industry sector especially the manufacturing industry as engine for growth and to develop. © Peter Lang GmbH.","Emerging markets; Employment; Industry; Manufacturing; Value added","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85115690185"
"Apakhayev, N.; Adilova, K.; Bugybay, D.; Mukaldyeva, G.; Mukhamadiyeva, G.N.; Koshpenbetov, B.M.","Apakhayev, Nurlan Zh (57194904899); Adilova, Kultay A. (57192371858); Bugybay, Dina B. (57196414968); Mukaldyeva, Gulyiya (57192157607); Mukhamadiyeva, Gulzhan N. (57193681102); Koshpenbetov, Bakhytkali M. (57193684886)","57194904899; 57192371858; 57196414968; 57192157607; 57193681102; 57193684886","Childhood legal protection in Kazakhstan","2017","Journal of Advanced Research in Law and Economics","8","3","","714","721","15","10.14505/jarle.v8.3(25).03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032911426&doi=10.14505%2Fjarle.v8.3%2825%29.03&partnerID=40&md5=97b276b18185694fbfa4b744ab715ef3","Department of History of Kazakhstan and Law, ""Q"" University, Almaty, Kazakhstan; Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Economics, Yessenov University, Aktau, Mangystau, Kazakhstan; Department of Civil Law and Civil Process, Al Farabi Kazakh National University, Almaty, Kazakhstan; Faculty of Law, Al Farabi Kazakh National University, Almaty, Kazakhstan; Department of State and the Civil-Law Disciplines, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan","Apakhayev, Nurlan Zh, Department of History of Kazakhstan and Law, ""Q"" University, Almaty, Kazakhstan; Adilova, Kultay A., Faculty of Law and Social Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Bugybay, Dina B., Department of Economics, Yessenov University, Aktau, Mangystau, Kazakhstan; Mukaldyeva, Gulyiya, Department of Civil Law and Civil Process, Al Farabi Kazakh National University, Almaty, Kazakhstan; Mukhamadiyeva, Gulzhan N., Faculty of Law, Al Farabi Kazakh National University, Almaty, Kazakhstan; Koshpenbetov, Bakhytkali M., Department of State and the Civil-Law Disciplines, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan","The article is dedicated to the analysis of formation, establishment, legislative bases of securing and realization of the rights of the child. Within the framework of the research, have been identified conditions and prospects for improving legislation on the implementation of child rights. The research was carried out using the general scientific dialectic method of cognition of social processes and particular methods of the system approach: structural-functional, concrete-historical, formal-logical, comparative-legal analysis and classification method. The analysis covers a complex of issues and is based on the achievements of legal science, statistical data, and relevant expert assessments. The theoretical and practical significance of the work is that the findings, generalizations and recommendations can be used to improve legislation in the field of protecting children’s rights, to develop targeted programs; in scientific research on the problems of institutionalization and the mechanism for implementing public policies to protect the rights of children. The materials and conclusions of the study can be useful for specialists from governmental, political and non-governmental organizations in the further development of government programs and measures aimed at the effective enforcement of the child’s rights. © 2017, by ASERS® Publishing. All rights reserved.","Childhood; Child’s rights; Family; Legal protection","","","","","","","","","Article","Final","","Scopus","2-s2.0-85032911426"
"Orhan, M.; Sabdenaliyev, B.; Oskenbayev, Y.","Orhan, Mehmet (35840894100); Sabdenaliyev, B. (58019306700); Oskenbayev, Yessengali (36091978400)","35840894100; 58019306700; 36091978400","Impact of US Federal Reserve Policies on Frontier Markets","2016","Handbook of Frontier Markets: Evidence from Middle East North Africa and International Comparative Studies","","","","219","244","2","10.1016/B978-0-12-809200-2.00011-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017434704&doi=10.1016%2FB978-0-12-809200-2.00011-7&partnerID=40&md5=62670c538ab0611059468b04a6b1d0d5","Department of Economics, Fatih Üniversitesi, Istanbul, Turkey; University of International Business, Almaty, Kazakhstan; Department of Economics, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Economics and Finance, Kazakh-British Technical University, Almaty, Kazakhstan","Orhan, Mehmet, Department of Economics, Fatih Üniversitesi, Istanbul, Turkey; Sabdenaliyev, B., University of International Business, Almaty, Kazakhstan; Oskenbayev, Yessengali, Department of Economics, SDU University, Kaskelen, Almaty, Kazakhstan, Department of Economics and Finance, Kazakh-British Technical University, Almaty, Kazakhstan","Since frontier markets are at their early stages of growth and capitalization they can provide convenient investment opportunities. That is why interest in frontier markets is developing remarkably. In this paper we attempt to explore the impact of US Federal Reserve (Fed) policies after the global financial crisis (GFC) on frontier markets. We review frontier markets and the global financial crisis first. Our analytic part starts with diagnosing the returns and volatility of these markets with daily data from MSCI indices (from 24 frontier market countries covered by the MSCI) from the beginning of 2011-15. Then we investigate the interaction between the US and frontier markets. Primarily, we test for the ARCH effect to detect the change in volatility through time. Then we check for the stationarity of the stock index return series. The main theme of the study is the existence and analysis of spillover effects in the GARCH framework. We also test for the existence and direction of Granger causality between the US and frontier markets. © 2016 Elsevier Inc. All rights reserved.","ARCH effect; C32; E44; F65; Frontier market countries; GARCH-in-mean; Granger causality; Spillover effect; Stock market index","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85017434704"
"Kenzhegaranova, M.; Kunanbayeva, D.; Azimbekova, A.; Podmetina, D.; Kazbekova, Z.","Kenzhegaranova, Madina (55978207300); Kunanbayeva, Duissekul A. (57207636622); Azimbekova, Aigerim K. (56327926300); Podmetina, Daria (26424771700); Kazbekova, Zhanat B. (55916553100)","55978207300; 57207636622; 56327926300; 26424771700; 55916553100","Role of government on entrepreneurship development in Kazakhstan","2016","International Journal of Economic Perspectives","10","3","","35","46","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061173748&partnerID=40&md5=e1403a83e39b377ae9b69cbb94bf9a54","Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; LUT University, Lappeenranta, South Karelia, Finland","Kenzhegaranova, Madina, ; Kunanbayeva, Duissekul A., Al Farabi Kazakh National University, Almaty, Kazakhstan; Azimbekova, Aigerim K., SDU University, Kaskelen, Almaty, Kazakhstan; Podmetina, Daria, LUT University, Lappeenranta, South Karelia, Finland; Kazbekova, Zhanat B., ","One of the most important contributions that the government can do to promote entrepreneurship is to influence the value placed on private-owned enterprises and entrepreneurship within the society. Such influence should be long-term, and include educational, institutional and financial support of the government. Moreover, entrepreneurship should be encouraged by the whole society, and such supports are critical for motivating entrepreneurial activities in the country. The article aims to develop conceptual foundations of government policy in the development of entrepreneurship and its impact on economic development of Kazakhstan. The data were taken from unstructured and semi-structured interviews with entrepreneurs and standardized open-ended interviews with government officials as well as from archival documents of entrepreneurs’ own firms and from publicly available sources such as the Internet, newspapers on entrepreneurship, reports, programmes. © International Economic Society.","Business structures; Eentrepreneurship; Government strategic; Government support; The global economy","","","","","","","","","Article","Final","","Scopus","2-s2.0-85061173748"
"Mynbaev, K.; Martins-Filho, C.; Aipenova, A.","Mynbaev, Kairat T. (55878938100); Martins-Filho, Carlos (13606852000); Aipenova, Aziza S. (56295076700)","55878938100; 13606852000; 56295076700","A class of nonparametric density derivative estimators based on global lipschitz conditions","2016","Advances in Econometrics","36","","","591","615","1","10.1108/S0731-905320160000036026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84975687719&doi=10.1108%2FS0731-905320160000036026&partnerID=40&md5=9ad327fa92e4ec010960c53a44807dba","International School of Economics, Kazakh-British Technical University, Almaty, Kazakhstan; Department of Economics, University of Colorado Boulder, Boulder, CO, United States; International Food Policy Research Institute, Washington, D.C., DC, United States; Department of Mechanics and Mathematics, Al Farabi Kazakh National University, Almaty, Kazakhstan; Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Mynbaev, Kairat T., International School of Economics, Kazakh-British Technical University, Almaty, Kazakhstan; Martins-Filho, Carlos, Department of Economics, University of Colorado Boulder, Boulder, CO, United States, International Food Policy Research Institute, Washington, D.C., DC, United States; Aipenova, Aziza S., Department of Mechanics and Mathematics, Al Farabi Kazakh National University, Almaty, Kazakhstan, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","Estimators for derivatives associated with a density function can be useful in identifying its modes and inflection points. In addition, these estimators play an important role in plug-in methods associated with bandwidth selection in nonparametric kernel density estimation. In this paper, we extend the nonparametric class of density estimators proposed by Mynbaev and Martins-Filho (2010) to the estimation of m-order density derivatives. Contrary to some existing derivative estimators, the estimators in our proposed class have a full asymptotic characterization, including uniform consistency and asymptotic normality. An expression for the bandwidth that minimizes an asymptotic approximation for the estimators' integrated squared error is provided. A Monte Carlo study sheds light on the finite sample performance of our estimators and contrasts it with that of density derivative estimators based on the classical Rosenblatt-Parzen approach. © © 2016 by Emerald Group Publishing Limited All rights of reproduction in any form reserved.","Lipschitz conditions; Nonparametric derivative estimation","","","","","","","","","Conference paper","Final","","Scopus","2-s2.0-84975687719"
"Akhmedov, R.","Akhmedov, Ramis (57189049749)","57189049749","Social networking to expand brand awareness and influence on purchase intention","2016","Actual Problems of Economics","178","4","","311","317","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964860189&partnerID=40&md5=c3ef2af416ac7342b16a9c7bd8834cc7","SDU University, Kaskelen, Almaty, Kazakhstan","Akhmedov, Ramis, SDU University, Kaskelen, Almaty, Kazakhstan","The purpose of this paper is to analyze the relationship between social networks and product brand awareness, further leading to assessment of mediation between brand awareness/brand attitude and purchase intention. The author performed an online survey among customers and potential customers of restaurants in Kazakhstan. Three-item classifications were used to analyze the impact of social media on brand awareness and brand awareness – on purchase intention. An aggregate of 36 brands was used, 621 polls were finished. Invalid and fragmented surveys were rejected, bringing about 597 substantial polls. The results demonstrate that enterprises in Kazakhstan understand the need in social networking. Online networking offer organizations various chances to listen to their buyers and impact their decisions. © Ramis Akhmedov, 2016.","Brand awareness; Instagram; Purchase intention; Social networks","","","","","","","","","Article","Final","","Scopus","2-s2.0-84964860189"
"Peleo, A.S.","Peleo, Aliya Sartbayeva (57203305560)","57203305560","“Kazakhstani” identity, eurasian regionalism and Shanghai cooperation organization: Biopolitics of forced migration, modernity and multilateralism","2015","Contemporary Chinese Political Economy and Strategic Relations","1","2","","247","302","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052013990&partnerID=40&md5=97de9a06af31a7e323a29da9c7026aaf","SDU University, Kaskelen, Almaty, Kazakhstan; University of the Philippines Diliman, Quezon City, Philippines","Peleo, Aliya Sartbayeva, SDU University, Kaskelen, Almaty, Kazakhstan, University of the Philippines Diliman, Quezon City, Philippines","This paper examines a case of forced migration and its effects on the formation of national identity and the consolidation of state agencies, industries, and other formal organizations. A composite of several theories, namely “survival migration” and “biopolitical control” will be used to account for the case that features significant social transformation, conflict and even trauma. In the 1940s the population of the Kazakh Soviet Socialist Republic underwent unprecedented migration of evacuees from the European parts of the USSR due to World War II. However in the same period the Soviet government conducted a “forced migration” policy for particular “ethnic groups” deemed politically unreliable in the context of World War II. In the 1950s-1960s, populations located in the European parts of the USSR were officially induced by the Soviet government to contribute to a massive industrialization initiative by relocating to industrializing regions in the Asian parts of the USSR. At around the same period, population dislocations in the People’s Republic of China caused a diaspora of Uighurs moving to the Soviet Union. The life activities of these migrants would be the basis for a new collective “Kazakhstani” identity that continues to the present day. However, this identity is distinct from, and in some cases opposed to, the historic primordial “Kazakh” identity held by the Turko-Mongol ethno-linguistic societies that inhabited Kazakhstan prior to the Soviet migrations. The government of the present-day Kazakhstan recognizes the significance of the Soviet migrations, and modulates the shift of political power towards ethnic Kazakhs. Checking the newly assertive Kazakh nationalist movement and the unresolved Uighur nationalism in Eurasia through regionalist-technocratic means may increase the viability of the more inclusive and socially constructed multicultural “Kazakhstani” and regional “Eurasian” identities and may help resolve the latent ethnocentrism in the SCO regional order. © 2015 Institute of China and Asia-Pacific Studies - National Sun Yat-sen University. All Rights Reserved.","Biopolitics of identity; Eurasian regionalism; Forced migration; Kazakhstan; Shanghai Cooperation Organization (SCO)","","","","","","","","","Article","Final","","Scopus","2-s2.0-85052013990"
"Nassimov, M.O.; Tolen, Z.M.; Ibadullayeva, S.Z.; Paridinova, B.Z.; Ustagaliyev, Y.O.","Nassimov, Murat Orlenbaevich (55801705900); Tolen, Zhengisbek Muratbekuly (56819076000); Ibadullayeva, Saltanat (58988960300); Paridinova, Botagoz Zhapparovna (55801631500); Ustagaliyev, Yernar Opagaliyevich (56819012700)","55801705900; 56819076000; 58988960300; 55801631500; 56819012700","Discourse as the form of political sciences (on the example of the Republic of Kazakhstan)","2015","Mediterranean Journal of Social Sciences","6","5S1","","399","402","0","10.5901/mjss.2015.v6n5s1p399","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940887976&doi=10.5901%2Fmjss.2015.v6n5s1p399&partnerID=40&md5=878c0fdd2ac77a21ad4ec99086bcfe1a","Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan; Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan","Nassimov, Murat Orlenbaevich, Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; Tolen, Zhengisbek Muratbekuly, SDU University, Kaskelen, Almaty, Kazakhstan; Ibadullayeva, Saltanat, Korkyt Ata Kyzylorda State University, Kyzylorda, Kyzylorda, Kazakhstan; Paridinova, Botagoz Zhapparovna, Bolashak University, Kyzylorda, Kyzylorda region, Kazakhstan; Ustagaliyev, Yernar Opagaliyevich, SDU University, Kaskelen, Almaty, Kazakhstan","To research political discourse is the main problem of political science, including political linguistics. This concept is characterized between subjects, also specialists, who are engaged in the theory of sociology, social psychology; culture studies and mass communication are interested in it. So, we can research the political texts by the means of the present-day form of research, and thoroughly figure out public consciousness and socio-political questions. Discourse is considered as the form of political sciences in this article in the example of Sciences of the Republic of Kazakhstan. © 2015 Mediterranean Center of Social and Educational Research. All rights reserved.","Discourse; Political communication; Political linguistics; Political philology","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84940887976"
"Mynbayeva, A.P.; Shahanova, R.A.; Zhanaikhan, B.","Mynbayeva, Akbilek P. (56674759700); Shahanova, R. A. (56712859000); Zhanaikhan, B. (56713010000)","56674759700; 56712859000; 56713010000","Methods of forming lingua-cultural competence in postgraduate education system","2015","Mediterranean Journal of Social Sciences","6","4S1","","172","175","1","10.5901/mjss.2015.v6n4s1p172","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936157075&doi=10.5901%2Fmjss.2015.v6n4s1p172&partnerID=40&md5=607d765b3c175c8ff577f893a60d8c2a","Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Mynbayeva, Akbilek P., Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Shahanova, R. A., Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Zhanaikhan, B., SDU University, Kaskelen, Almaty, Kazakhstan","We should pay special attention to the fact that the word “competence” is a derivative from the word “competency”. In the scientific glossary of terms of the Kazakh language it’s written: “competence, in general, is an ability to complete the task or to do something.” From Latin, “competence” means skilled, capable, experienced. And we are considering the “lingua-cultural competence”, individual’s ability to gain knowledge and skills, and develop cultural speaking through text and through logical thinking by operating with the signals that came to the brain cortex on time. Text became the subject of research in linguistics in late XX century. Study the text’s distinctive nature is important not only for linguistics, but also for the process of teaching language and for pedagogical basis. However our aim is not creating a text but to distinguish individual’s peculiarities through it. Methodological direction, on the one hand, is to show text’s function in teaching small units of language, and on the other hand, teach text’s distinctive nature in connection. Language given to man common, we do not choose your language and get the language out there, where they were born, where we grow and discover the world. Language covers the picture of development of the world, he absorbs knowledge about the world, which accumulates as much as living language and speaks it people. Language is passed from generation to generation, and with it - the spiritual and the practical experience of the people. It is no accident that the great Wilhelm von Humboldt wrote: ""It is clear what a single force is negligible before the mighty power of language..."". © 2015, Mediterranean Center of Social and Educational Research. All rights reserved.","Competence; Culture; Language; Master’s degree; Text","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84936157075"
"Abiyr, A.; Berikbolova, P.","Abiyr, Akbota (56398566900); Berikbolova, Perizat (56398426300)","56398566900; 56398426300","Concept of human and nature in Kazakh poetry","2014","Asian Social Science","10","22","","280","284","0","10.5539/ass.v10n22p280","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908355803&doi=10.5539%2Fass.v10n22p280&partnerID=40&md5=48abc74154efee5c73c72c1a51c7dad9","SDU University, Kaskelen, Almaty, Kazakhstan","Abiyr, Akbota, SDU University, Kaskelen, Almaty, Kazakhstan; Berikbolova, Perizat, SDU University, Kaskelen, Almaty, Kazakhstan","Since the early age, the human has been attempting to understand the mysteries of life and to find the answer to the eternal question through interaction with the surrounding nature. It was the original decision of the human to attempt discovering the many secrets of the elemental forces occupying the enormous environment, which he feared. The first teacher of the human was the nature, and the first thing it taught the human was the ability to perceive.In the ХХІ century, a young generation of poets came in who continued to pursue what their seniors had begun and were able to give it a new breath and dynamic energy. In lyrics, it takes great poetical perception to amalgamate the human and the nature and describe them beautifully by way of antithesis. © 2014, Canadian Center of Science and Education. All rights reserved.","Figurative pattern; Lyrical character; Lyrics; Mythological thinking; Poetry","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84908355803"
"Kamzin, K.; Saudbayev, M.","Kamzin, Kaken (56273056400); Saudbayev, Madiyar (56272770600)","56273056400; 56272770600","The role and features of analytical journalism in Kazakh society in the era of social media","2014","Asian Social Science","10","15","","55","62","0","10.5539/ass.v10n15p55","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904345487&doi=10.5539%2Fass.v10n15p55&partnerID=40&md5=7f1af06da5fb660d6dbb7639421a8b24","Department of Periodic and Electronic Media, Al-Farabi Kazakh Natonal University, Almaty, Kazakhstan; Department of Mass Communication, SDU University, Kaskelen, Almaty, Kazakhstan","Kamzin, Kaken, Department of Periodic and Electronic Media, Al-Farabi Kazakh Natonal University, Almaty, Kazakhstan; Saudbayev, Madiyar, Department of Mass Communication, SDU University, Kaskelen, Almaty, Kazakhstan","In this essay, the authors discuss truth as the key quality of journalism and argue that analytical journalism is the way to reach the truth. They separate analytical journalism from news making and reporting, and argues that these require different types of expertise. They discusses several issues that should be addressed in order to improve the area of analytical journalism in Kazakhstan, which include improving the general professional level of journalistic education and the necessity for deeper knowledge in other areas, such as the economy, politics, and literature in order to be able to examine events fully. The analytical journalist, in the opinion of authors, should not only have good knowledge of the field and be able to analyze events professionally, but also be able independently and candidly to process the information.","Aitys; Analytical journalism; Kazakhstan; Kazakhstani journalism; Truth in journalism","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84904345487"
"Yildirim, I.; Orazbekova, Z.; Unal, Y.","Yildirim, Ilhan (56021943100); Orazbekova, Zeine (56023357400); Unal, Yener (56022608000)","56021943100; 56023357400; 56022608000","About a role and value of nonverbal communication in psycholinguistics","2014","Asian Social Science","10","4","","27","30","1","10.5539/ass.v10n4p27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893234877&doi=10.5539%2Fass.v10n4p27&partnerID=40&md5=2179481e57d0dc63e1a263d4d3dae241","SDU University, Kaskelen, Almaty, Kazakhstan","Yildirim, Ilhan, SDU University, Kaskelen, Almaty, Kazakhstan; Orazbekova, Zeine, SDU University, Kaskelen, Almaty, Kazakhstan; Unal, Yener, SDU University, Kaskelen, Almaty, Kazakhstan","Since the late 1970s, the problems of psycholinguistics were influenced by the state of affairs in linguistics and related sciences. This is primarily a complex of sciences about the nature and dynamics of cognitive processes. For most American and English-speaking psycholinguists N. Chomsky's theory of generative grammar as a reference to the language science is the most influential. They try to verify the extent of psychological hypotheses based on Chomsky's theory corresponding to the observed behavior. From this perspective, some authors consider the child's speech, the other-the role of language in social interactions, and others-the relationship of language and cognitive processes. The aim of our study is to determine and describe the characteristic and distinguishing features of non-verbal communication of Turkic culture and compare the data and if possible give them an interpretation.","Linguistics; Non-verbal communication; Psycholinguistics","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84893234877"
"Smirnova, Y.V.","Smirnova, Yelena V. (55328498700)","55328498700","The innovation infrastructure of kazakhstan: Why did the innovation ""boom"" not happen?","2013","Quality Innovation: Knowledge, Theory, and Practices","","","","322","339","3","10.4018/978-1-4666-4769-5.ch015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84945384523&doi=10.4018%2F978-1-4666-4769-5.ch015&partnerID=40&md5=23a6d26b379f6288353694814c5613b0","Department of Management, SDU University, Kaskelen, Almaty, Kazakhstan","Smirnova, Yelena V., Department of Management, SDU University, Kaskelen, Almaty, Kazakhstan","Innovation infrastructure is one of the key elements of a national innovation system, but the very creation of the innovation infrastructure does not guarantee a ""boom"" in innovations. Although the innovation infrastructure has been legislatively and physically shaped in Kazakhstan, most recent figures show that the innovation performance in the economy falls short of the expectations. Based on a legislative framework, this chapter introduces the concept of innovation infrastructure in Kazakhstan and elaborates on its elements and the way they interact with each other. In addition, supported by the previous studies, it attempts to measure the effectiveness of existing innovation infrastructure. The results of the study reveal that the innovation infrastructure of Kazakhstan is not effective. The ineffectiveness is primarily caused by an inadequate innovation policy which results in scanty linkages between the elements of infrastructure, in particular, between education institutions and industry. Kazakhstan's experience might prove useful to other countries which are in the process of building innovation infrastructures. © 2014 by IGI Global. All rights reserved.","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-84945384523"
"Gökhan Turhan, D.; Aksöz, Ş.H.; Akbiyik, F.","Gökhan Turhan, D. (56005149900); Aksöz, Şakir Hüseyin (56004686300); Akbiyik, Ferdi (56005612100)","56005149900; 56004686300; 56005612100","Milestones in Turkey's long way to European Union Membership","2013","Mediterranean Journal of Social Sciences","4","11","","781","783","0","10.5901/mjss.2013.v4n11p781","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892543728&doi=10.5901%2Fmjss.2013.v4n11p781&partnerID=40&md5=20d6836464280eba40477044230651a3","SDU University, Kaskelen, Almaty, Kazakhstan","Gökhan Turhan, D., SDU University, Kaskelen, Almaty, Kazakhstan; Aksöz, Şakir Hüseyin, SDU University, Kaskelen, Almaty, Kazakhstan; Akbiyik, Ferdi, SDU University, Kaskelen, Almaty, Kazakhstan","The membership process of Turkey has been carried out since 1959 when Turkey first applied to join what was then called the European Economic Community. This process had profound influence on Turkey in many fields such as economy, social life, international policy, education etc. The first agreement signed between Turkey and European Union was ""Ankara Agreement"" which took place in 12 September 1963. This agreement envisaged establishment of customs union, which was aimed at integration of Turkey and European Economic Community in three main phases. Following this agreement additional protocols were signed. The year 1987 was another turning point for the process that Turkey applied for full membership on this date. In Helsinki Summit, which took place in 1999, Turkey was accepted as a candidate country. Five years later, in 2004 Turkey realized an important step on the way to becoming a full member. In 2004 European Union Member States decided that negotiations with Turkey could be initiated. The negotiations are still carried out. All of the agreements and protocols in the process required Turkey perform new policies which affect the society in many fields.In this study, milestones in Turkey's long way for European Union Membership will be examined chronologically.","Ankara agreement; Customs union; EU; Membership process; Turkey","","","","","","","","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84892543728"
"Yilmaz, M.; Oskenbayev, Y.; Abdulla, A.","Yilmaz, Mesut (55649328600); Oskenbayev, Yessengali (36091978400); Abdulla, Kanat (55649429900)","55649328600; 36091978400; 55649429900","Demand for money in Kazakhstan: 2000-2007","2010","Romanian Journal of Economic Forecasting","13","1","","118","129","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952990833&partnerID=40&md5=dc62a594703235c46a07219c2d1242e7","Department of Economics, SDU University, Kaskelen, Almaty, Kazakhstan; Zentrum für Entwicklungsforschung, Bonn, Nordrhein-Westfalen, Germany; National Analytical Center under the Government and National Bank of Kazakhstan, Almaty, Kazakhstan","Yilmaz, Mesut, Department of Economics, SDU University, Kaskelen, Almaty, Kazakhstan; Oskenbayev, Yessengali, Zentrum für Entwicklungsforschung, Bonn, Nordrhein-Westfalen, Germany; Abdulla, Kanat, National Analytical Center under the Government and National Bank of Kazakhstan, Almaty, Kazakhstan","This paper aims to investigate the demand for money in Kazakhstan. This study covers the period starting from 2000:01, when capital liberalization program was launched and the National Bank approved managed float regime (the National Bank employed adjustable exchange rate regime before exchange rate crisis in Kazakhstan in 1999) to 2007:12 as recent available data for investigation variables. In order to achieve the goal we set demand for money function is estimated using cointegration methodology aimed for variables integrated of order one. The results show important key factors for controlling money demand could be applied by the National Bank of Kazakhstan. Besides, there was reversal of currency in Kazakhstan over the period under investigation.","Currency substitution; Demand for money; Kazakhstan; Reversed dollarization","","","","","","","","","Article","Final","","Scopus","2-s2.0-77952990833"
