"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Kaiyr, A.; Kadyrov, S.; Bogdanchikov, A.","Kaiyr, Aizada (57238778700); Kadyrov, Shirali (36844229300); Bogdanchikov, Andrey (57216432873)","57238778700; 36844229300; 57216432873","Automatic Language Identification from Spectorgam Images","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465996","","","4","10.1109/SIST50301.2021.9465996","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113851677&doi=10.1109%2FSIST50301.2021.9465996&partnerID=40&md5=c89de8fe8372f6b349b2e41e68e88de0","SDU University, Kaskelen, Almaty, Kazakhstan","Kaiyr, Aizada, SDU University, Kaskelen, Almaty, Kazakhstan; Kadyrov, Shirali, SDU University, Kaskelen, Almaty, Kazakhstan; Bogdanchikov, Andrey, SDU University, Kaskelen, Almaty, Kazakhstan","The main idea of the work is to apply CNN and LSTM algorithms on the preprocessed audio data converted to spectrograms. In the experiment 7 languages are used English, Kazakh, French, German, Italian, Russian and Spanish to test that algorithm which show over 99% training accuracy and the maximum of 94.28% accuracy on the test set. In the end there is a discussion of the 100% of classification of the Kazakh language and the possible influences of dataset on the result. © 2021 IEEE.","CNN; computer vision; language identification; LSTM; spectrograms","Classification (of information); Information systems; Information use; Long short-term memory; Audio data; Automatic language identification; Spectrograms; Test sets; Training accuracy; Natural language processing systems","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113851677"
"Kadyrov, S.; Turan, C.; Amirzhanov, A.; özdemir, C.","Kadyrov, Shirali (36844229300); Turan, Cemil (56246423000); Amirzhanov, Altynbek (57237957400); özdemir, Cemal (57202394350)","36844229300; 56246423000; 57237957400; 57202394350","Speaker Recognition from Spectrogram Images","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465954","","","10","10.1109/SIST50301.2021.9465954","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113849807&doi=10.1109%2FSIST50301.2021.9465954&partnerID=40&md5=4f495a294351ae3aefc3398a675b910a","SDU University, Kaskelen, Almaty, Kazakhstan","Kadyrov, Shirali, SDU University, Kaskelen, Almaty, Kazakhstan; Turan, Cemil, SDU University, Kaskelen, Almaty, Kazakhstan; Amirzhanov, Altynbek, SDU University, Kaskelen, Almaty, Kazakhstan; özdemir, Cemal, SDU University, Kaskelen, Almaty, Kazakhstan","Speaker identification is used to identify the owner of the voice among many people based on the uniqueness of everyone's speech style. In this paper, we combine Convolutional Neural Network with Recurrent Neural Network using Long Short-Term Memory models for speaker recognition and implement the deep learning architecture on our dataset of spectrogram images for 77 different non-native speakers reading the same texts in Turkish. Usage of identical text reading eliminates the possible variations and diversities on spectrograms depending on vocabularies. Experiments show that the used method is very effective on recognition rate with satisfying performance and over 98% accuracy. © 2021 IEEE.","computer vision; convolutional neural networks; deep learning; long short-term memory; speaker recognition; spectrogram","Convolutional neural networks; Information systems; Information use; Recurrent neural networks; Spectrographs; Learning architectures; Non-native speakers; Short term memory; Speaker identification; Speaker recognition; Spectrograms; Speech style; Turkishs; Speech recognition","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113849807"
"Kynabay, B.; Aldabergen, A.; Zhamanov, A.","Kynabay, Bakdaulet (57207778817); Aldabergen, Aimoldir (57216441229); Zhamanov, Azamat (55668391400)","57207778817; 57216441229; 55668391400","Automatic Summarizing the News from Inform.kz by Using Natural Language Processing Tools","2021","SIST 2021 - 2021 IEEE International Conference on Smart Information Systems and Technologies","","","9465885","","","4","10.1109/SIST50301.2021.9465885","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113839818&doi=10.1109%2FSIST50301.2021.9465885&partnerID=40&md5=214499926812ef9f34a193b821b47557","SDU University, Kaskelen, Almaty, Kazakhstan","Kynabay, Bakdaulet, SDU University, Kaskelen, Almaty, Kazakhstan; Aldabergen, Aimoldir, SDU University, Kaskelen, Almaty, Kazakhstan; Zhamanov, Azamat, SDU University, Kaskelen, Almaty, Kazakhstan","The rapid rise of the information on the web brought up new problems of data access and processing. Therefore there is a need for tools that will help to overcome the problem of management and handling the Big Data in a quick manner. The primary goal of this work is to propose an efficient method for automatic text summarization by using Natural Language Processing (NLP) and Machine Learning (ML) techniques. This research introduces an abrupt, easily understandable and uncomplicated implementation of this method via overusing Python programming language. Efficient performance is necessary in web search tasks where an enormous of unstructured data need to be summarized very quickly. The novelty of the work is that text summarization is implemented on Kazakh texts. Extractive summarization uses new, keywords focused, approach. Contribution of the work is manually created stop words used for text summarization specifically for Kazakh language and dataset constructed by scraping news from country's largest international news portal www.inform.kz. State-of-the-art results of the work show that it is possible to implement automatic text summarization for Kazakh language. © 2021 IEEE.","Machine learning algorithms; Natural Language Processing; Natural Language Toolkit; Text processing; Text summarization; Text tokenization","Data handling; Information systems; Information use; Problem oriented languages; Text processing; Automatic text summarization; Extractive summarizations; NAtural language processing; Natural Language Processing Tools; Python programming language; State of the art; Text summarization; Unstructured data; Natural language processing systems","","","","2021 IEEE International Conference on Smart Information Systems and Technologies, SIST 2021","2021-04-28 through 2021-04-30","Nur-Sultan","171071","Conference paper","Final","","Scopus","2-s2.0-85113839818"
"Sousa, R.D.; Boranbayeva, A.; Satpayeva, Z.; Gassanova, A.","Sousa, Rui D. (36344256400); Boranbayeva, Ainur (57293034400); Satpayeva, Zaira T. (57214615874); Gassanova, Amina (57286546500)","36344256400; 57293034400; 57214615874; 57286546500","Management of successful technology transfer in agriculture: The case of Kazakhstan","2021","Problems and Perspectives in Management","19","3","","488","501","15","10.21511/ppm.19(3).2021.40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116500193&doi=10.21511%2Fppm.19%283%29.2021.40&partnerID=40&md5=2daf9d67222372a18f7ad051796c3169","Department, Universidade do Minho, Braga, Braga, Portugal; Department of Management, Al Farabi Kazakh National University, Almaty, Kazakhstan; Institute of Economics, Ministry of Education and Science of the Republic of Kazakhstan, Almaty, Kazakhstan; School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Sousa, Rui D., Department, Universidade do Minho, Braga, Braga, Portugal; Boranbayeva, Ainur, Department of Management, Al Farabi Kazakh National University, Almaty, Kazakhstan; Satpayeva, Zaira T., Institute of Economics, Ministry of Education and Science of the Republic of Kazakhstan, Almaty, Kazakhstan; Gassanova, Amina, School of Business, SDU University, Kaskelen, Almaty, Kazakhstan","Progress of agriculture is becoming increasingly reliant on the successful application of technology. However, many developing countries depend on technology transfer from other countries to be utilized in large and complex projects in agriculture. This study intends to identify strategic directions for successful technology transfer in developing countries’ agriculture with Kazakhstan as a case study. A SWOT analysis was conducted using Internal Factor Evaluation, External Factor Evaluation, Strategic Position and Action Evaluation, and Quantitative Strategic Planning matrices as analytical methods, based on primary data from interviews and secondary data from reports. With a weight of 52%, opportunities prevail in external factors, with emerging good geographical position, land area latitude, and participation in economic integrations as the most significant ones. On the other hand, internal factors such as emerging low skills in agricultural innovation, insufficient resources in agriculture, old technologies and worn-out equipment, and lack of mechanisms for effective adaptation of foreign technologies to local conditions are indicated as weaknesses, with the percentage of 82%. This study includes twenty-six strategies that were specially designed for technology transfer, and nine of them are considered the most relevant in overcoming internal weaknesses by exploiting external opportunities. Promoting agriculture in an innovative direction, expanding the resource base necessary for technology transfer, and increasing sources of funding for the transfer of technology and the R&D expenditures in agriculture make a top 3 of these strategies. These results will be of interest for policymakers in decision-making on technology transfer in agriculture. © 2021 LLC CPC Business Perspectives. All rights reserved.","Agriculture; Innovation; International technology transfer; Management; Strategy; SWOT analysis","","","","","","","","","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85116500193"
"Putilovskaya, T.S.; Kassymova, G.M.","Putilovskaya, Tatiana S. (57207450493); Kassymova, Gulnara M. (57215851898)","57207450493; 57215851898","Psychological Readiness of Students for Digitalization of Educational Process","2021","Studies in Systems, Decision and Control","314","","","1337","1345","1","10.1007/978-3-030-56433-9_139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102295944&doi=10.1007%2F978-3-030-56433-9_139&partnerID=40&md5=f1ca84dad83182ce0e44a6b672447f6c","The State University of Management, Moscow, Russian Federation; Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","Putilovskaya, Tatiana S., The State University of Management, Moscow, Russian Federation; Kassymova, Gulnara M., Faculty of Education and Humanities, SDU University, Kaskelen, Almaty, Kazakhstan","The purpose of this article, analyzing the core of digitalizing the education process, is a review of the extent of students’ readiness for starting a new platform and for taking part in the education process that is based on the use of information and communication technologies and digital technology. As the subject of analysis, the authors chose the sphere of studying a foreign language as an academic subject in the framework of a higher education program, in which digitalization causes an ambiguous attitude, both from students and the teaching community. Overcoming the negative attitude towards the digitalization of teaching foreign languages is one of the prerequisites for considering this issue. Recalling the work of IT specialists, the authors describe the basic directions for digitalizing. The first is the development of information sources (content). The next is the formation of telecommunication system (interaction). And the third direction is an organization of education process (management). In considering the term «psychological readiness», the authors rely on psychological research, in which scientists explored the use of this term in different kinds of activity. When the authors explored the nature of psychological readiness, they conducted a survey and analyzed the students’ written works. As a result they got some information that shows the level of students’ readiness for digitalizing education. That has led to a series of findings which confirmed that in general students treat the digital revolution in education system in a positive way. But they should be more active, autonomous and well-organized for full and effective functioning in the new environment. The article includes specific recommendations for the organization of education process aimed at language acquisition in the new environment: learning and realizing what digital revolution is, gradual entry into digital education platform, psychological preparation for the new learning conditions on a transitional stage and the support of educational technology referred to as «Blended Learning». © 2021, Springer Nature Switzerland AG.","Blended learning; Education digitalizing; Information resources; Management of education process; Psychological readiness; Telecommunication technologies","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85102295944"
"Talasbek, A.; Serek, A.; Zhaparov, M.; Yoo, S.-M.; Kim, Y.-K.; Jeong, G.-H.","Talasbek, Assem (57207778433); Serek, Azamat (57207763595); Zhaparov, M. K. (55637264200); Yoo, Seongmoo (7401970379); Kim, Yongkab (35798501600); Jeong, Geun-ho (57208742592)","57207778433; 57207763595; 55637264200; 7401970379; 35798501600; 57208742592","Personality Classification by Applying k-Means Clustering","2020","2020 International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2020","","","9065244","421","426","8","10.1109/ICAIIC48513.2020.9065244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084071154&doi=10.1109%2FICAIIC48513.2020.9065244&partnerID=40&md5=25c9380ad0d3e8a7cb9e3d89cf6cebc0","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Information and Computer Technologies, Paragon International University, Phnom Penh, Phnom Penh, Cambodia; Computer Engineering, The University of Alabama in Huntsville, Huntsville, AL, United States; Electrical Information, Wonkwang University, Iksan, Jeollabuk-do, South Korea","Talasbek, Assem, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Serek, Azamat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Zhaparov, M. K., Faculty of Information and Computer Technologies, Paragon International University, Phnom Penh, Phnom Penh, Cambodia; Yoo, Seongmoo, Computer Engineering, The University of Alabama in Huntsville, Huntsville, AL, United States; Kim, Yongkab, Electrical Information, Wonkwang University, Iksan, Jeollabuk-do, South Korea; Jeong, Geun-ho, Electrical Information, Wonkwang University, Iksan, Jeollabuk-do, South Korea","This paper describes personality classification by applying k-means clustering machine learning algorithm. Several previous studies have been attempted to predict personality type of human beings automatically by using various machine learning algorithms. However, only few of them have obtained good accuracy results. To classify person into personality types Jungian Type Inventory was used. Our testing results showed that k-means model has 107 inertia value, which is a good number for unsupervised learning model as an interim result. As the result, we divided the data into 16 clusters, which can be considered as personality types. We continue this research with trying to collect large data. © 2020 IEEE.","Jungian Type Inventory; k-means clustering on personality test; personality types and machine learning","Learning algorithms; Machine learning; Human being; K-means; Large data; Personality types; K-means clustering","","","","2nd International Conference on Artificial Intelligence in Information and Communication, ICAIIC 2020","2020-02-19 through 2020-02-21","Fukuoka","159286","Conference paper","Final","","Scopus","2-s2.0-85084071154"
"Tulemissova, G.; Baimuratov, O.A.","Tulemissova, Gulfarida (57188755654); Baimuratov, Olimzhon (55832104800)","57188755654; 55832104800","Cyber security system of FPGA platform for wireless sensor networks","2020","European Conference on Information Warfare and Security, ECCWS","2020-June","","","351","361","2","10.34190/EWS.20.051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094667807&doi=10.34190%2FEWS.20.051&partnerID=40&md5=257adbfbe7601912994768599520b8f4","SDU University, Kaskelen, Almaty, Kazakhstan","Tulemissova, Gulfarida, SDU University, Kaskelen, Almaty, Kazakhstan; Baimuratov, Olimzhon, SDU University, Kaskelen, Almaty, Kazakhstan","This article hypothesizes that the presence of well-protected memory of sensor networks improves their performance as a multi-agent system. The agent’s memory stores information about typical reactions to information signals from receptors, as well as information about the state of effectors and available resources. It also stores programs for processing input information into control signals supplied to effectors and the results of reactions to a particular external situation, the number and variety of knowledge and programs stored in it, the degree of development of the internal model of the external world, and reflection options that determine the complexity and nature of behavior agent. The main components of the memory block are filter systems that provide the most important information for the agent, the internal model of the outside world, and the model of the agent itself. Purpose: to prove that using the FPGA platform guarantees programmable memory protection to maintain its level of autonomy and intelligence. The object of study: cybersecurity of sensor networks with protected memory Approaches: agent theory, machine learning Objective: To prove that the use of the FPGA platform guarantees programmable memory protection to maintain its level of autonomy and intelligence. Findings: sensor network security models. © 2020 Curran Associates Inc.. All rights reserved.","FPGA bit stream algorithms; clustering intrusion detection methods; Information security; Machine learning; Multi-agent system; Wireless sensor network (WSN)","Autonomous agents; Clustering algorithms; Cybersecurity; Field programmable gate arrays (FPGA); Intrusion detection; Machine learning; Multi agent systems; Network security; Bitstreams; Clustering intrusion detection method; Clusterings; Cyber security; FPGA bit stream algorithm;; Internal models; Intrusion detection method; Machine-learning; Sensors network; Wireless sensor network; Wireless sensor networks","","","","19th European Conference on Cyber Warfare and Security, ECCWS 2020","2020-06-25 through 2020-06-26","Virtual, Online","163901","Conference paper","Final","","Scopus","2-s2.0-85094667807"
"Atymtayeva, L.; Kozhakhmet, K.; Savchenko, A.","Atymtayeva, Lyazzat (42061007500); Kozhakhmet, Kanat T. (54897934000); Savchenko, Alexander (57218266217)","42061007500; 54897934000; 57218266217","Automated system for monitoring of educational processes: collection, management, and modeling of data","2020","Lecture Notes in Business Information Processing","391 LNBIP","","","341","351","3","10.1007/978-3-030-52306-0_24","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088511833&doi=10.1007%2F978-3-030-52306-0_24&partnerID=40&md5=7966f84fa208ee3ba73eb8e0414b13ca","SDU University, Kaskelen, Almaty, Kazakhstan","Atymtayeva, Lyazzat, SDU University, Kaskelen, Almaty, Kazakhstan; Kozhakhmet, Kanat T., SDU University, Kaskelen, Almaty, Kazakhstan; Savchenko, Alexander, SDU University, Kaskelen, Almaty, Kazakhstan","Currently, the most of the processes at the educational analytical centers entirely depend on the human factor. Automation of the real-time monitoring system for the educational processes can be possible through the development and improvement of the information technologies, algorithms and computational methods, such as machine learning methods, analysis and visualization of big data processes. This paper covers the issues of the development of automated system for monitoring of educational processes from the point of view of data collection, data management, and data modeling. It includes the stages of data collection with the description of data engineering methods, data management procedures, algorithms of data cleaning and filtering, data modeling and visualization processes as well as the description of intelligent algorithms for scoring analysis of results. The principal feature that characterizes the development of the mentioned automated system is the using of availability of user experience data from existing educational sites and other open data sources that allow us to create a complete vision of the educational processes’ state at various levels. © Springer Nature Switzerland AG 2020.","Data collection; Data modeling; Education; Machine learning","Automation; Data acquisition; Data visualization; Information analysis; Machine learning; Monitoring; Open Data; Software design; User experience; Visualization; Analytical centers; Automated systems; Educational process; Intelligent Algorithms; Machine learning methods; Management procedures; Real time monitoring system; Visualization process; Information management","Süleyman Demirel Üniversitesi, SDÜ","This research was supported by grant of the program of Ministry of Education of the Republic of Kazakhstan BR05236699 Development of a digital adaptive educational environment using Big Data analytics. We thank our colleagues from Suleyman Demirel University (Kazakhstan) who provided insight and expertise that greatly assisted the research. We express our hopes that they will agree with the conclusions and findings of this paper.","","10th International Symposium on Business Modeling and Software Design, BMSD 2020","2020-07-06 through 2020-07-08","Berlin","242039","Conference paper","Final","","Scopus","2-s2.0-85088511833"
"Serek, A.; Issabek, A.; Bogdanchikov, A.","Serek, Azamat (57207763595); Issabek, Ainur (57207776383); Bogdanchikov, Andrey (57216432873)","57207763595; 57207776383; 57216432873","Distributed sentiment analysis of an agglutinative language via spark by applying machine learning methods","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043264","","","6","10.1109/ICECCO48375.2019.9043264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083523224&doi=10.1109%2FICECCO48375.2019.9043264&partnerID=40&md5=4dbd1403523c249db333d033f5fcbd20","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Serek, Azamat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Issabek, Ainur, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Bogdanchikov, Andrey, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Currently there are a large amount of studies conducted on the field of sentiment analysis worldwide. Due to continuous drastic increase of amount of data, all natural language processing systems require special approach oriented to it. Implementing and evaluating such mechanism was a strong incentive to conduct this research. In this paper, sentiment analysis was implemented on Kazakh language via Spark on the basis of data set taken from Kazakh books. The data was initially unbalanced. There was achieved training F1 measure over 90 %. © 2019 IEEE.","Agglutinative language; Distributed sentiment analysis; Spark and machine learning; Spark in NLP","Learning algorithms; Machine learning; Agglutinative language; Data set; Large amounts; Machine learning methods; Sentiment analysis","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083523224"
"Bekbalanova, M.; Zhunis, A.; Duisebekov, Z.","Bekbalanova, Marzhan (57189333865); Zhunis, Aliya (57216436200); Duisebekov, Zhasdauren (57207774289)","57189333865; 57216436200; 57207774289","Epileptic Seizure Prediction in EEG Signals using EMD and DWT","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043270","","","10","10.1109/ICECCO48375.2019.9043270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083520254&doi=10.1109%2FICECCO48375.2019.9043270&partnerID=40&md5=b96a35edd35823674f235045da8044a6","Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Electronics and Communication Engineering, Kocaeli Üniversitesi, İzmit, Kocaeli, Turkey","Bekbalanova, Marzhan, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Zhunis, Aliya, Department of Electronics and Communication Engineering, Kocaeli Üniversitesi, İzmit, Kocaeli, Turkey; Duisebekov, Zhasdauren, Faculty of Engineering and Natural Sciences, SDU University, Kaskelen, Almaty, Kazakhstan","In this study, normal (healthy), pre-seizure and seizure states were analyzed using EEG data from BONN database. In this paper, we propose a new method of using SVM, KNN and Decision Tree for classification analysis in order to improve the detection accuracy of seizure. First, due to the presence of significant noise in the EEG signals, for signal pre-processing we performed noise removal. Second, two methods of frequency space transformation were used such as Discrete Wavelet Transform (DWT), separating signal into sub-bands and Empirical Mode Decomposition (EMD) technique to decompose signal into the Intrinsic Mode Functions (IMFs). Before the classification, the statistical moments of the signals in the frequency domain were obtained for feature extraction. Using these features, the performances of Support Vector Machines (SVM), Decision Tree, K-nearest Neighborhood (KNN) classifiers were analyzed. The experiment results show that the most accurate detection of epilepsy was obtained by applying EMD method with classifiers SVM, KNN and Decision Tree, and such algorithm with EMD can achieve accuracy for normal, pre-seizure, and seizure equal to 100%, 100% and 96.67%, respectively. © 2019 IEEE.","Decision Tree; DWT; EEG; EMD; KNN; Seizure Detection; SVM","Decision trees; Discrete wavelet transforms; Frequency domain analysis; Nearest neighbor search; Signal reconstruction; Support vector machines; Trees (mathematics); Wavelet decomposition; Classification analysis; Detection accuracy; Empirical Mode Decomposition; Epileptic seizure prediction; Frequency domains; Intrinsic Mode functions; K-nearest neighborhoods; Statistical moments; Biomedical signal processing","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083520254"
"Sultanova, N.; Kessikbayeva, G.; Amangeldi, Y.","Sultanova, Nazerke (57215220048); Kessikbayeva, Gulshat (57216431725); Amangeldi, Yerbolat (57205019329)","57215220048; 57216431725; 57205019329","Kazakh language open vocabulary language model with deep neural networks","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043182","","","0","10.1109/ICECCO48375.2019.9043182","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083515346&doi=10.1109%2FICECCO48375.2019.9043182&partnerID=40&md5=cd8657c5e84d4073180815f7956890ef","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Sultanova, Nazerke, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kessikbayeva, Gulshat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Amangeldi, Yerbolat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Natural Language models are a crucial tool in computational linguistics. They are specially difficult to build in agglutinative languages, which require attention since the words are formed by attaching sequences of different morphemes, where each morpheme can change the meaning of the word. For the mentioned type of language fixed and limited vocabulary itself can pose restrictions. The character-based solution may help to overcome the problem. However, it triggers the disambiguation of a word according to the context. The present work aims to build a character-based language model for the Kazakh Language, with the use of Deep Neural Networks, namely a Long Short-Term Memory model. The Language Model in the present research is generative and aims to produce all possible correct words within the context given. A word can be treated as a morpheme generated by characters where any possible word type could be generated. In order to understand the language model correctly, it is necessary to use data which was initially written in Kazakh and not translated from other sources. Therefore, the model will be trained using books written in Kazakh. © 2019 IEEE.","Deep neural networks; Language modeling; Natural language processing","Computational linguistics; Agglutinative language; Language model; Natural language model; Short term memory; Deep neural networks","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083515346"
"Sultanova, N.; Kozhakhmet, K.; Jantayev, R.; Botbayeva, A.","Sultanova, Nazerke (57215220048); Kozhakhmet, Kanat T. (54897934000); Jantayev, Ruslan (57207776943); Botbayeva, Azhar (57216433189)","57215220048; 54897934000; 57207776943; 57216433189","Stemming algorithm for kazakh language using rule-based approach","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043253","","","5","10.1109/ICECCO48375.2019.9043253","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083512518&doi=10.1109%2FICECCO48375.2019.9043253&partnerID=40&md5=8789acbb5e27514b18da2686d9788497","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Astana IT University, Astana, Kazakhstan","Sultanova, Nazerke, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Kozhakhmet, Kanat T., Astana IT University, Astana, Kazakhstan; Jantayev, Ruslan, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Botbayeva, Azhar, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This paper considers construction of Kazakh language words. Kazakh language is the type of Turkic languages or alternatively called - agglutinative language where words are formed by attaching the finite sequence of suffixes. Kazakh morphology investigation was the main work done in construction of rule-based stemming algorithm. Stemmer algorithm will be useful in development of sentiment analysis for Kazakh language, because of its rareness and competency. Stemming algorithm works with aim to cut ending combinations. The results checked by using Machine Learning algorithms using annotated dataset, which were retrieved from KazCorpus dataset [7]. © 2019 IEEE.","Kazakh language; Natural language processing; Stemming","Machine learning; Sentiment analysis; Agglutinative language; Finite sequence; Morphology investigations; Rule based; Rule-based approach; Stemming algorithms; Learning algorithms","","This work has been done under the grant of the Ministry of Education of Kazakhstan: Developing and implementing innovative competence-based model of multilingual IT specialist in the course of national education system modernization","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083512518"
"Urmanov, M.; Alimanova, M.; Nurkey, A.","Urmanov, Marat (57216436545); Alimanova, Madina U. (55938129800); Nurkey, Askar (57216436673)","57216436545; 55938129800; 57216436673","Training unity machine learning agents using reinforcement learning method","2019","2019 15th International Conference on Electronics, Computer and Computation, ICECCO 2019","","","9043194","","","8","10.1109/ICECCO48375.2019.9043194","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083502635&doi=10.1109%2FICECCO48375.2019.9043194&partnerID=40&md5=3f5f197a7a7fc48a9f4c923e216e099b","Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","Urmanov, Marat, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Alimanova, Madina U., Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan; Nurkey, Askar, Department of Computer Science, SDU University, Kaskelen, Almaty, Kazakhstan","This study aims to provide research of Machine Learning tools combined with Unity platform, to develop several Machine Learning Agents in various environments using multiple environment configurations and training scenarios. This work introduces a single competitive agent environment where the agent compete with simulated physics in a 3D world. Although the rules of the environment are generally basic, the trained agent learns a wide variety of interesting and complex solutions. © 2019 IEEE.","Artificial Intelligence; Computer Science; Game Development; Machine Learning; Unity","Intelligent agents; Reinforcement learning; Competitive agents; Complex solution; Machine learning agents; Reinforcement learning method; Training scenario; Learning systems","","","","15th International Conference on Electronics, Computer and Computation, ICECCO 2019","2019-12-10 through 2019-12-12","Abuja","158814","Conference paper","Final","","Scopus","2-s2.0-85083502635"
