"Автор (ы)","Author full names","Идентификатор автора(ов)","Название документа","Год","Название источника","Том","Выпуск","Статья №","Страница начала","Страница окончания","Цитирования","DOI","Ссылка","Организации","Авторы организаций","Краткое описание","Ключевые слова автора","Ключевые слова указателя","Сведения о финансировании","Текст о финансировании","Спонсоры","Название конференции","Дата конференции","Место проведения конференции","Код конференции","Тип документа","СТАДИЯ ПУБЛИКАЦИИ","Open Access (открытый доступ)","Источник","EID"
"Akhmetzhanova, Z.K.; Maralbek, Y.; Kassenov, Y.; Kerembekova, M.","Akhmetzhanova, Zauresh K. (58795583900); Maralbek, Yermukhamet (57209779115); Kassenov, Yerlan (57191748935); Kerembekova, Marzhan (57210738407)","58795583900; 57209779115; 57191748935; 57210738407","Language units expressing the notion of degree or quantity on Turkic monuments; Unidades de idioma que expresan la noción de grado o cantidad en los monumentos de Turkic","2019","Opcion","35","Special Issue 20","","1077","1091","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071349870&partnerID=40&md5=2714d3432df51da974588211cb117e42","Faculty of Philology and Educational Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Institute of Linguistics named after Ahmet Baitursynuly, Al-Farabi Kazakh National, Almaty, Kazakhstan; Institute of Philology and Multilingual Education, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Institute of Linguistics named after Ahmet Baitursynuly, Al Farabi Kazakh National University, Almaty, Kazakhstan","Akhmetzhanova, Zauresh K., Faculty of Philology and Educational Sciences, SDU University, Kaskelen, Almaty, Kazakhstan; Maralbek, Yermukhamet, Institute of Linguistics named after Ahmet Baitursynuly, Al-Farabi Kazakh National, Almaty, Kazakhstan; Kassenov, Yerlan, Institute of Philology and Multilingual Education, Abai Kazakh National Pedagogical University, Almaty, Kazakhstan; Kerembekova, Marzhan, Institute of Linguistics named after Ahmet Baitursynuly, Al Farabi Kazakh National University, Almaty, Kazakhstan","The aim of the study is to investigate the language units expressing the notion of degree or quantity on Old Turkic monuments via comparative qualitative research methods. As a result, formation and transferral methods for the notion of quantity are clearly rooted in three linguistic levels: phonetics, lexicon, and grammar. In conclusion, the category of measure even in the Old Turkic period, a foundational historical period in the development of the Kazakh language, has reached the level of a general language category with its lexical and grammatical forms and methods fully formed. © 2019, Universidad del Zulia. All rights reserved.","Constructions; Kazakh; Language; Quantity; Turkic","","","","","","","","","Article","Final","","Scopus","2-s2.0-85071349870"
"Karimova, N.E.; Tulibayeva, Z.M.","Karimova, Natalya E. (57911104600); Tulibayeva, Zhuldyz Musaevna (56015668000)","57911104600; 56015668000","Kitaiskie i timuridskie istochniki o vzaimootnosheniiakh Kitaia i Tsentral'noi Azii v kontse XIV - Pervoi chetverti XV v.","2019","Voprosy Istorii","2019","7","","64","79","0","10.31166/VoprosyIstorii201907Statyi18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070648913&doi=10.31166%2FVoprosyIstorii201907Statyi18&partnerID=40&md5=5c9c75dfa83ea94e52ced21f282f358d","Tashkent State University of Oriental Studies, Tashkent, Uzbekistan; SDU University, Kaskelen, Almaty, Kazakhstan","Karimova, Natalya E., Tashkent State University of Oriental Studies, Tashkent, Uzbekistan; Tulibayeva, Zhuldyz Musaevna, SDU University, Kaskelen, Almaty, Kazakhstan","The publication is dedicated to the study of history of relationships between China and Central Asian states at the end of the 14th - the first quarter of the 15th centuries. The specific characteristics of their ambassadorial and trade relations, in the period under considerations, are researched on the basis of analysis of data collected from Chinese and Arabic-script sources. This work was prepared within the framework of a grant of the Ministry of Education and Science of the Republic of Kazakhstan aimed at funding basic and applied scientific research. © 2019 Rossiiskaya Akademiya Nauk, Institut Istorii Russian Academy of Sciences, Institute of General Hist. All rights reserved.","Central Asia; Chinese chronicles; Diplomacy and trade; The ming dynasty; Timurid historiography","","Ministry of Education and Science of the Republic of Kazakhstan","Abstract. The publication is dedicated to the study of history of relationships between China and Central Asian states at the end of the 14th — the first quarter of the 15th centuries. The specific characteristics of their ambassadorial and trade relations, in the period under considerations, are researched on the basis of analysis of data collected from Chinese and Arabic-script sources. This work was prepared within the framework of a grant of the Ministry of Education and Science of the Republic of Kazakhstan aimed at funding basic and applied scientific research.","","","","","","Review","Final","","Scopus","2-s2.0-85070648913"
"Senggirbay, M.","Senggirbay, Mukhtar (57201259650)","57201259650","Ethnic Identity of Kazakhstani Russians: The Dynamics of Change and the Place of Russia as a Kin State","2019","Journal of Nationalism Memory and Language Politics","13","1","","67","89","8","10.2478/jnmlp-2019-0004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069687427&doi=10.2478%2Fjnmlp-2019-0004&partnerID=40&md5=1b39776f7483f0f74e10b6da873beb51","SDU University, Kaskelen, Almaty, Kazakhstan","Senggirbay, Mukhtar, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of this paper was to find out how the ethnic identity of Russians residing in Kazakhstan has changed since the collapse of the Soviet Union in 1991. What qualities and characteristics distinguish ethnic Russians in Kazakhstan now? What are the main factors shaping their identity? To what extent Russians see aligned with their homeland and with the mainstream Kazakh society. What is the role of Russia in promoting a sense of attachment to the homeland? The case of Kazakhstani Russians was analyzed applying the various methods of qualitative research, including surveys, in-depth interviews, content analysis of the publications, and the speeches of political figures and activists. In addition, the methods of participant observation helped in understanding the cultural differentiation of the Russian religious organizations in Kazakhstan. The research revealed the significant changes in the identity patterns of ethnic Russians in Kazakhstan, which resulted from the process of consolidation of the vigorous state-protected ethnic Kazakh identity. Losing the previous dominant position in demography, the Russians bowed to the inevitable Kazakhification of the society. The change in the language preferences shows that the new generation of Russians is gradually accepting the new trend-Kazakh-Russian bilingualism-which is being promoted and implemented by the government of Kazakhstan and by the overwhelmingly ethnocratic Kazakh political elite. © 2019 Mukhtar Senggirbay, published by Sciendo.","ethnic identity; Kazakh-Russian bilingualism; Kazakhification; Kazakhstan; Kazakhstani Russians; nation building","","","","","","","","","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85069687427"
"Danikeeva, A.; Nurgaliyeva, S.; Rovnyakova, I.; Stebletsova, I.; Shaimerdenova, Z.","Danikeeva, Aygul (57209857636); Nurgaliyeva, Saniya Aydarkhanovna (57204365784); Rovnyakova, Irina V. (57209836827); Stebletsova, Irina (57209835685); Shaimerdenova, Zhadyra (57209849843)","57209857636; 57204365784; 57209836827; 57209835685; 57209849843","Development of the professional potential at the teacher as a necessary condition; Desarrollo Del Potencial Profesional En El Docente Como Condición Necesaria","2019","Opcion","35","88","","92","114","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068913736&partnerID=40&md5=ceffb2b63e468e5a33f16dc7d9e015ea","Zhetysu University named after I. Zhansugurov, Taldy-Kurgan, Almaty Region, Kazakhstan; Department of Pedagogical Education and Management, Sarsen Amanzholov East Kazakhstan University, Ust-Kamenogorsk, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Danikeeva, Aygul, Zhetysu University named after I. Zhansugurov, Taldy-Kurgan, Almaty Region, Kazakhstan; Nurgaliyeva, Saniya Aydarkhanovna, Department of Pedagogical Education and Management, Sarsen Amanzholov East Kazakhstan University, Ust-Kamenogorsk, Kazakhstan; Rovnyakova, Irina V., Department of Pedagogical Education and Management, Sarsen Amanzholov East Kazakhstan University, Ust-Kamenogorsk, Kazakhstan; Stebletsova, Irina, Department of Pedagogical Education and Management, Sarsen Amanzholov East Kazakhstan University, Ust-Kamenogorsk, Kazakhstan; Shaimerdenova, Zhadyra, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of the study is to investigate the development of the professional potential at the teacher as a necessary condition for implementation of updating education via the methods of the analysis of normative documents, philosophical and psychological-pedagogical literature. As a result, ensuring continuity and integration of educational and professional activity is one of the main conditions of the development of professional and pedagogical potential. In conclusion, the professional potential of the teacher is defined by us as integrated professional and personal characteristics in which there is reflected the complex of the innovative knowledge. © 2019, Universidad del Zulia. All rights reserved.","Actualization; Content; Professional Potential; Teacher","","","","","","","","","Article","Final","","Scopus","2-s2.0-85068913736"
"Sametova, F.; Kurmanali, A.K.; Smanova, B.; Sarymbetova, A.; Seidikenova, A.","Sametova, Fauziya Toleushaikhovna (56105668400); Kurmanali, Altynshash (57193170427); Smanova, Bakhytgul (58043014700); Sarymbetova, Almakul (57209850967); Seidikenova, Almash (57209854356)","56105668400; 57193170427; 58043014700; 57209850967; 57209854356","Representation of the concept of time in the linguistic consciousness; Representación del concepto de tiempo en la conciencia lingüística","2019","Opcion","35","88","","27","52","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068909649&partnerID=40&md5=5c1a31c3b5e48b0a19f50c3fc18eec4f","Department of Languages and Journalism, ""Q"" University, Almaty, Kazakhstan; Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Education, Zhanibekov University, Shymkent, Kazakhstan; Department of Foreign Languages, Kazakh National Agrarian Research University, Almaty, Kazakhstan; Department of Diplomatic Translation, Al Farabi Kazakh National University, Almaty, Kazakhstan","Sametova, Fauziya Toleushaikhovna, Department of Languages and Journalism, ""Q"" University, Almaty, Kazakhstan; Kurmanali, Altynshash, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Smanova, Bakhytgul, Faculty of Education, Zhanibekov University, Shymkent, Kazakhstan; Sarymbetova, Almakul, Department of Foreign Languages, Kazakh National Agrarian Research University, Almaty, Kazakhstan; Seidikenova, Almash, Department of Diplomatic Translation, Al Farabi Kazakh National University, Almaty, Kazakhstan","The article deals with the representation of time in the linguistic consciousness of the representatives of different lingua cultures via comparative qualitative research methods. The paper also examines the results of the free association experiment, the aim of which was to determine the perception of the concept of time. As a result of the data of the associative experiment, the value-based and figurative components of the concept time were revealed. In conclusion, the associative field’s analysis provides an opportunity to access directly the ways of storing images of linguistic consciousness of representatives of different linguistic cultures. © 2019, Universidad del Zulia. All rights reserved.","Association Experiment; Linguistic Consciousness; Representation; Time","","","","","","","","","Article","Final","","Scopus","2-s2.0-85068909649"
"Shaimerdenova, Z.; Mukhamadi, K.; Ibragimov, K.; Otarbayeva, G.; Muldyyeva, Z.","Shaimerdenova, Zhadyra (57209849843); Mukhamadi, Kuralay (57200048527); Ibragimov, Kanat (57209848140); Otarbayeva, Gaziza (57209848289); Muldyyeva, Zhazira (57209851815)","57209849843; 57200048527; 57209848140; 57209848289; 57209851815","Criteria-based assessment of creative types of writing in a form of essay; Evaluación basada en criterios de los tipos creativos de escritura en una forma de ensayo","2019","Opcion","35","88","","470","508","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068900024&partnerID=40&md5=f585cb04b2316d00fa701cd64d9aba87","SDU University, Kaskelen, Almaty, Kazakhstan","Shaimerdenova, Zhadyra, SDU University, Kaskelen, Almaty, Kazakhstan; Mukhamadi, Kuralay, SDU University, Kaskelen, Almaty, Kazakhstan; Ibragimov, Kanat, SDU University, Kaskelen, Almaty, Kazakhstan; Otarbayeva, Gaziza, SDU University, Kaskelen, Almaty, Kazakhstan; Muldyyeva, Zhazira, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of the study is to investigate criteria-based assessment of creative types of writing in a form of essay via comparative qualitative research methods. As a result, the progress is the most evident on the creativity dimension, as students made a significant improvement in their use of similes and detailed descriptions. Results of the post-experimental stage of the research brought us to the conclusion that students acquired the basic techniques of essay composition (logical structure, theme development, author’s voice, originality in the choice of vocabulary). © 2019, Universidad del Zulia. All rights reserved.","Creativity; Essay; Introduction; Rubrics; Writing","","","","","","","","","Article","Final","","Scopus","2-s2.0-85068900024"
"Nurzhanova, A.; Abnasyrova, R.; Zholshayeva, M.; Ordabekova, K.; Nurmanova, G.","Nurzhanova, Aisulu (57192643760); Abnasyrova, Raikhan (57209822084); Zholshayeva, Maira (57200110076); Ordabekova, Khafiza A. (57204888863); Nurmanova, Gulzhaina (57209835784)","57192643760; 57209822084; 57200110076; 57204888863; 57209835784","The role of information and innovative technologies in teaching Kazakh; El papel de la información y las tecnologías innovadoras en la enseñanza Kazaja","2019","Opcion","35","88","","962","976","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068884282&partnerID=40&md5=62c677a247c2905c42a289a50f20d527","SDU University, Kaskelen, Almaty, Kazakhstan","Nurzhanova, Aisulu, SDU University, Kaskelen, Almaty, Kazakhstan; Abnasyrova, Raikhan, SDU University, Kaskelen, Almaty, Kazakhstan; Zholshayeva, Maira, SDU University, Kaskelen, Almaty, Kazakhstan; Ordabekova, Khafiza A., SDU University, Kaskelen, Almaty, Kazakhstan; Nurmanova, Gulzhaina, SDU University, Kaskelen, Almaty, Kazakhstan","The aim of the study is to investigate the role of information technologies in teaching Kazakh via method of modeling and transformation, method of integrated education and the method of gamification in teaching Kazakh as a foreign language. The results of this research will impact the development of teaching Kazakh as a foreign language, its recognition and competitiveness at the international scientific level. In conclusion, an innovative component in teaching Kazakh as a foreign language allows students to activate the process of mastering the material, as well as prepare for the exam. © 2019, Universidad del Zulia. All rights reserved.","Mobile application; Technologies; Web site","","Ministry of Education and Science, MES","Lately, the research involved in studying the ways to improve the efficiency of teaching foreign languages, Kazakh language in particular, through informational technology is becoming more and more important. We consider the opportunity given to us as confirmation to all of these. Specifically, our research project Teaching Kazakh language as a foreign language based on information and innovative technologies participated in the research projects competition for 2018-2020, and has received grant funding for its implementation by the Science Committee of the Ministry of Education and Science. The main objective of our project is to form a theoretical and methodological basis for teaching Kazakh language as a foreign one through informational technologies, as well as making our own contribution to improving the teaching techniques and methods by creating an educational platform for distance and online learning. Those would include a website based on computer games technology and a mobile application created via smart technologies.","","","","","","Article","Final","","Scopus","2-s2.0-85068884282"
"Murzakhodzhayev, K.M.; Tulibayeva, Z.M.","Murzakhodzhayev, Kuanysh M. (57204918411); Tulibayeva, Zhuldyz Musaevna (56015668000)","57204918411; 56015668000","On certain questions concerning education in jadidist schools in the Kazakh steppe (the late 19th - the beginning of the 20th сenturies)","2018","Bylye Gody","50","4","","1684","1694","1","10.13187/bg.2018.4.1684","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057864569&doi=10.13187%2Fbg.2018.4.1684&partnerID=40&md5=ad009f20b151b90010d251854c77756a","Ch. Valikhanov Institute of History and Ethnology, Almaty, Kazakhstan; Al Farabi Kazakh National University, Almaty, Kazakhstan; SDU University, Kaskelen, Almaty, Kazakhstan","Murzakhodzhayev, Kuanysh M., Ch. Valikhanov Institute of History and Ethnology, Almaty, Kazakhstan, Al Farabi Kazakh National University, Almaty, Kazakhstan; Tulibayeva, Zhuldyz Musaevna, Ch. Valikhanov Institute of History and Ethnology, Almaty, Kazakhstan, Al Farabi Kazakh National University, Almaty, Kazakhstan, SDU University, Kaskelen, Almaty, Kazakhstan","The article is dedicated to the history of the emergence and spread of Jadid schools in the territory of modern Kazakhstan. In the late 19th - the early 20th centuries, under the influence of the Jadidist reforms in the sphere of religious education in the Russian Empire, the movement for the introduction of new-method schools began in the Kazakh steppe. The situation in Kazakh maktabs and madrasas, where there was no general program and terms of students' education, secular disciplines were not taught, the Kazakh language was not studied, required radical changes and transformations of old-school Kazakh schools. In this article, based on unpublished and published materials of the Central State Archive of the Republic of Kazakhstan, as well as research works of Kazakhstani and foreign researchers, including the work of contemporaries and participants of the processes under study, the authors study the history of Kazakh religious schools transformation, and the introduction of a new education system in maktabs and madrasas. The attempts made to improve the religious education system in the Kazakh steppe were successful. A unified curriculum was developed, where along with religious disciplines and secular subjects such as algebra, geometry, astronomy, geography, history were studied. In addition, Russian and Kazakh languages were added to the new program. The age of students and length of training were defined and strictly set. The study of the history of the development of the Kazakh religious education system, the issues associated with its formation, is of undoubted interest for the scholars studying modern religious educational institutions in Kazakhstan. © © 2018 by Academic Publishing House Researcher s.r.o.","Jadid schools; Madrasa; Maktab; New method of teaching; Religious education system; The Kazakh Steppe","","","","","","","","","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85057864569"
"Yilmaz, N.K.; Yaldir, H.","Yilmaz, Nurten Kiriş (57260020200); Yaldir, Hülya (37562361000)","57260020200; 37562361000","Environmental destruction as a philosophical problem","2018","New Horizons in Philosophy and Sociology","","","","147","162","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114969559&partnerID=40&md5=d2d75bc88b555e2eddfd263322cbec28","Department of Philosophy, SDU University, Kaskelen, Almaty, Kazakhstan; Department of Philosophy, Pamukkale Üniversitesi, Denizli, Denizli, Turkey","Yilmaz, Nurten Kiriş, Department of Philosophy, SDU University, Kaskelen, Almaty, Kazakhstan; Yaldir, Hülya, Department of Philosophy, Pamukkale Üniversitesi, Denizli, Denizli, Turkey","[No abstract available]","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85114969559"
"Arslan, E.S.A.","Arslan, E. Seda (57213607563)","57213607563","Cultural ecosystem services and human well-being","2018","Sustainable Landscape Planning and Design","","","","173","182","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115717106&partnerID=40&md5=772258368bfb947916fa3bb358b6d5a8","Department of Landscape Architecture, SDU University, Kaskelen, Almaty, Kazakhstan","Arslan, E. Seda, Department of Landscape Architecture, SDU University, Kaskelen, Almaty, Kazakhstan","[No abstract available]","","","","","","","","","","Book chapter","Final","","Scopus","2-s2.0-85115717106"
"Kurmanali, A.K.; Suiyerkul, B.; Aitmukhametova, K.; Turumbetova, Z.; Smanova, B.","Kurmanali, Altynshash (57193170427); Suiyerkul, Botagoz (57203212949); Aitmukhametova, Kuralay (57203209693); Turumbetova, Zhanagul (57205141175); Smanova, Bakhytgul (58043014700)","57193170427; 57203212949; 57203209693; 57205141175; 58043014700","Analysis of the proverbs related to the lexemes ""tongue / language""; Análisis de los proverbios relacionados con los lexemas ""lengua / idioma""","2018","Opcion","34","85-2","","97","115","22","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058779704&partnerID=40&md5=d9c307cb51f720c495d2cc006ffaf1c7","Department of Foreign Language Education, Süleyman Demirel Üniversitesi, Isparta, Isparta, Turkey; Institute of Linguistics named after A. Baitursynov, Almaty, Kazakhstan; Academy of Public Administration under the President of the Republic of Kazakhstan, Astana, Kazakhstan; Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Faculty of Pedagogy, Silkway International University, Shymkent, Kazakhstan","Kurmanali, Altynshash, Department of Foreign Language Education, Süleyman Demirel Üniversitesi, Isparta, Isparta, Turkey; Suiyerkul, Botagoz, Institute of Linguistics named after A. Baitursynov, Almaty, Kazakhstan; Aitmukhametova, Kuralay, Academy of Public Administration under the President of the Republic of Kazakhstan, Astana, Kazakhstan; Turumbetova, Zhanagul, Department of Language Education, SDU University, Kaskelen, Almaty, Kazakhstan; Smanova, Bakhytgul, Faculty of Pedagogy, Silkway International University, Shymkent, Kazakhstan","The main purpose of the research is to analyze the Kazakh and Turkish proverbs related to the lexeme ""tongue/language"", to identify their similarities, specificities and to reveal the national and cultural characteristics of both languages. In accordance with the purpose of the research, we used the comparative and componential analysis as a tool to investigate common characteristics and distinctive features of the concept of ""tongue/language"". The findings of the research can be used in the elective courses like cultural linguistics, ethnolinguistics, folklore, and comparative phraseology and will serve as a material for compiling dictionaries of idioms and proverbs in lexicography. © 2018, Universidad del Zulia. All rights reserved.","Comparative analysis; Cultural values; Proverbs and sayings; Tongue / language","","","","","","","","","Article","Final","","Scopus","2-s2.0-85058779704"
