Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO.1,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign.1,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,Unnamed: 78
J,"Zhussipbek, Galym; Lottholz, Phillipp",,,,"Zhussipbek, Galym/P-5398-2017","Zhussipbek, Galym/0000-0002-6924-6039",,,,,A reading from Kazakhstan with a focus on decolonization: Post-Liberal Statebuilding in Central Asia,,,,,,,,CENTRAL ASIAN SURVEY,,,,42.0,4,,,729,732,,,,10.1080/02634937.2023.2271933,,,,,,,Book Review,OCT 2 2023,2023,,,,,,,,,,2,0,0,0,0,0,2,1,2,0263-4937,1465-3354,,,,,,,,,,,,,,2024-02-02,WOS:001123696600012,,
J,"Tajik, M. A.; Akhmetova, G. Y.; Fillipova, L. N.; Shamatov, D. A.; Zhunussova, G. D.",,,,"; Zhunussova, Gulnissa/ABF-2529-2021","Shamatov, Duishon/0000-0001-6625-1054; Tajik, Mir/0000-0003-2951-266X; Zhunussova, Gulnissa/0000-0002-3584-3142; Akhmetova, Guldana/0000-0002-6768-6727",,,,,"STUDENTS' STRUGGLES WITH EMI IN KAZAKHSTAN, UNIVERSITIES",,,,,,,,OBRAZOVANIE I NAUKA-EDUCATION AND SCIENCE,,,,24.0,8,,,95,115,,,,10.17853/1994-5639-2022-8-95-115,,,,,,,Article,OCT 2022,2022,"Introduction. Fascination with English medium instruction (EMI) is fast growing in higher education institutions in non-native English-speaking countries, including Kazakhstan. The Kazakhstani government adopted a trilingual education policy in 2007 and the Bologna Process in 2010. Both these initiatives motivated universities to offer academic programmes in the English language. As a result, EMI programmes are offered in over 70 higher education institutions across Kazakhstan. In addition, there are four major Kazakhstani universities which offer academic programmes in English only. Despite the increase in the number of EMI programmes, there is a lack of empirical evidence about the difficulties and challenges faced by students in the EMI programmes.Aim. The present study aimed to investigate the nature, forms, and levels of challenges graduate students face in academic reading and writing in English and the way they cope with these challenges. The study was conducted with graduate students and faculty in 10 selected Kazaklistani universities, which offer academic programmes in EMI.Research methodology and methods. The study is based on a mixed-method design, involving an online survey and semi-structured interviews. The closed-ended questions have been analysed using SPSS software (Statistical Package for the Social Sciences). The grounded theory analysis was utilised to scrutinise open-ended questions and interview transcripts.Results and scientific novelty. The study's results indicated two major challenges faced by graduate students in academic reading and writing: the personal-psychological challenge and sociological challenge. The first challenge includes students' previous academic backgrounds, exposure, and learning experiences. The second challenge is related to English academic culture and students' worldviews, concepts, and values about English as a language and medium of instruction. As a result, graduate students experienced a lack of vocabulary, inadequate academic literacy skills, unfamiliarity with academic writing styles in English, and lack of skills to synthesise reading materials.Practical significance. Hence, this study recommends systematising English language programmes across secondary and higher education institutions to help students acquire advanced English language proficiency. Also, the study results suggest that local faculty members should be trained according to international standards in terms of their English language skills and innovative teaching methods.",,,,,,,,,4,0,0,0,0,0,6,2,14,1994-5639,2310-5828,,,,,,,,,,,,,,2022-11-13,WOS:000876875500004,,
J,"Chin, Lee; Saydaliev, Hayot Berk; Kadyrov, Shirali",,,,"Kadyrov, Shirali/C-9688-2018; Saydaliev, Hayot Berk/AAG-8199-2021; Chin, Lee/AAR-5222-2020","Saydaliev, Hayot Berk/0000-0002-4231-2366; Chin, Lee/0000-0002-8651-2204",,,,,The Asymmetric Effect of Oil Price Fluctuation on Non-performing Loans in Kazakhstan: Evidence from the Ricardian Curse of the Resource Boom,,,,,,,,JOURNAL OF EAST-WEST BUSINESS,,,,29.0,2,,,114,137,,,,10.1080/10669868.2022.2141940,,,,,NOV 2022,,Article,APR 3 2023,2023,"This paper investigates the asymmetric impact of oil price fluctuations on non-performing loans (NPLs) between 2009-Q1 and 2020-Q1 for 28 banks in Kazakhstan. Dynamic panel threshold analysis revealed an initial increase of oil prices, improving creditworthiness, thereby reducing NPLs; however, after cross a certain threshold, the relationship was shown to become the opposite. This finding is in line with the Ricardian curse and resource windfall. The results suggest that optimal borrowings and lending should be actively monitored to mitigate potential liquidity problems of banks and consequently NPLs. The practical implications and policy recommendation of which are important to policy makers.",,,,,,,,,2,0,0,0,0,0,3,0,1,1066-9868,1528-6959,,,,,,,,,,,,,,2022-11-27,WOS:000884040300001,,
J,"Yerdessov, S.; Arupzhanov, I.; Aimyshev, T.; Makhammajanov, Z.; Kadyrov, S.; Kashkynbayev, A.; Gaipov, A.",,,,"Kadyrov, Shirali/C-9688-2018; Yerdessov, Sauran/GRO-6153-2022; Gaipov, Abduzhappar/G-3059-2012; Kashkynbayev, Ardak/N-9055-2017; Makhammajanov, Zhalaliddin/HDO-6205-2022",,,,,,Time series analysis on tuberculosis cases in Kazakhstan from 2014 to 2025,,,,,,,,EUROPEAN JOURNAL OF PUBLIC HEALTH,,,,33.0,,,ckad160.88,,,,,,,,,,,,2.0,Meeting Abstract,OCT 2023,2023,,,,,,,,,,0,0,0,0,0,0,0,0,2,1101-1262,1464-360X,,,,,,,,,,,,,,2024-01-01,WOS:001092365301126,,
J,"Kosherbayeva, Lyazzat; Sabyrdylda, Z.; Akhtayeva, N.; Samambayeva, A.",,,,"Nazgul, Akhtayeva/AAS-2190-2020; Samambayeva, Aizhan/GWZ-4972-2022; Kosherbayeva, Lyazzat/AAS-6940-2020",,,,,,Intersectoral care for children with autism spectrum disorder in Kazakhstan: Parents perspective,,,,,,,,EUROPEAN JOURNAL OF PUBLIC HEALTH,,,,33.0,,,ckad160.13,,,,,,,,,,,,2.0,Meeting Abstract,OCT 2023,2023,,,,,,,,,,0,0,0,0,0,0,0,0,1,1101-1262,1464-360X,,,,,,,,,,,,,,2024-01-01,WOS:001092365301620,,
J,"Tulibayev, Said",,,,"Tulibayev, Said/GYD-4532-2022","Tulibayev, Said/0000-0002-1130-6086",,,,,Implementation of Multilateral Environmental Agreements in Kazakhstan,,,,,,,,JOURNAL OF EAST ASIA AND INTERNATIONAL LAW,,,,15.0,2,,,365,379,,,,10.14330/jeail.2022.15.2.08,,,,,,,Article,FAL 2022,2022,"Contemporary environmental issues require the joint actions of the global community, which may assume many forms but always depend on developed and harmonized national legislations. States develop environmental law by implementing provisions of multilateral environmental agreements into national legislation. However, the implementation process sometimes prevents the effective adaptation of international legal norms. While the structure and mechanism of the implementation process have been frequently discussed from the relationship between international and municipal law, few studies have been dedicated to the implementation process of international environmental norms. Consequently, this study will analyze the implementation of multilateral environmental agreements with special references to the Republic of Kazakhstan. The article will present cases of implementation and the resulting issues in the national environmental legislation of the Republic of Kazakhstan. Moreover, it will examine national measures to solve these issues that will be relevant for all countries with similar ecological questions.",,,,,,,,,0,0,0,0,0,0,0,0,3,1976-9229,,,,,,,,,,,,,,,2023-01-21,WOS:000898892200010,,
J,"Tajik, Mir Afzal; Namyssova, Gulnara; Shamatov, Duishon; Manan, Syed Abdul; Zhunussova, Gulnissa; Antwi, Seth Kwadwo",,,,"; Zhunussova, Gulnissa/ABF-2529-2021; Abdul Manan, Syed/AAC-4186-2020","Namyssova, Gulnara/0000-0001-8077-1283; Antwi, Seth Kwadwo/0000-0001-5192-8448; Shamatov, Duishon/0000-0001-6625-1054; Tajik, Mir/0000-0003-2951-266X; Zhunussova, Gulnissa/0000-0002-3584-3142; Abdul Manan, Syed/0000-0002-8703-5876",,,,,Navigating the potentials and barriers to EMI in the post-Soviet region: insights from Kazakhstani university students and instructors,,,,,,,,INTERNATIONAL JOURNAL OF MULTILINGUALISM,,,,22.0,2,,,990,1010,,,,10.1080/14790718.2023.2265428,,,,,OCT 2023,,Article,APR 3 2025,2025,"Kazakhstan has made remarkable strides forward in internationalisation of its higher education by adopting a trilingual education policy, joining the Bologna Process, cooperation with foreign universities, and academic mobility. As a result, there has been a dramatic increase in the number of English medium instruction (EMI) programmes offered by Kazakhstani universities. However, despite the growing popularity of EMI, there is very little empirical evidence on how EMI is received in Kazakhstan. Using a qualitative research design, this study investigated graduate students' and instructors' perceptions and experiences of EMI in three purposefully selected universities in Kazakhstan. The data collected through semi-structured interviews revealed that EMI, in general, is seen as a prestige and high social status, a passport that facilitates entry to universities and job markets around the globe, and a pedagogical tool. However, the data also explored that EMI is a factor that creates inequalities and hardships, causing stress and anxiety in students. There are also concerns over the way the EMI policy is implemented on the ground, indicating a gap between policy aspirations and implementation that can be witnessed in many other countries around the world.",,,,,,,,,12,0,0,0,0,0,14,0,12,1479-0718,1747-7530,,,,,,,,,,,,,,2023-11-06,WOS:001088855000001,,
J,"Ospanova, Ainagul; Anuarova, Lyailya; Spanbayev, Aidar; Tulegenova, Zhanar; Yechshzhanov, Talgat; Shapalov, Shermakhan; Gabdulkhayeva, Bakytzhamal; Zhumabekova, Bibigul; Kabieva, Saltanat; Baidalinova, Bibenur",,,,"Yechshzhanov, Talgat/P-3259-2014; Anuarova, Lyailya/HMO-8799-2023; Zhumabekova, Bibigul/C-1144-2017; Tulegenova, Zhanar/ACP-0925-2022; Spanbayev, Aidar/O-8842-2016; Ospanova, Ainagul/AAR-8302-2020; Baidalinova, Bibenur/AAD-4235-2021","Yechshzhanov, Talgat/0000-0002-8254-7565; Saltanat, Kabieva/0000-0002-6796-5136; Ануарова, Ляйля/0000-0003-1761-2655; Zhumabekova, Bibigul/0000-0003-3078-3096; Tulegenova, Zhanar/0000-0002-8598-1543; Spanbayev, Aidar/0000-0001-9410-4502; Baidalinova, Bibenur/0000-0001-9822-195X",,,,,"Cytospora Cankers on Tree Plants in Urban Areas (Karaganda, Astana, Pavlodar) of Central and Northern Kazakhstan",,,,,,,,EKOLOJI,,,,27.0,106,,,63,69,UNSP e106011,,,,,,,,,,Article,2018,2018,"Cytospora canker is a serious fungal disease attacking many types of fruit and ornamental trees in urban parks and gardens. This factor is important when it comes to identifying the disease, as well as to studying its distribution and determining the best methods for its control. The purpose of this article is to define the species composition, host plants, seasonal dynamics of Cytospora cankers on tree plants in major cities of Central and Northern Kazakhstan (Karaganda, Astana and Pavlodar). 5 Cytospora species were recorded on leaves and bark of the examined trees during the research: Cytospora leucosperma (Pers.) Fr. on Betula pendula L., Cytospora microspora (Gorda) Rabenh. on Crataegus sangni nea Pall., Cytospora salicis on Salix fragilis L., Cytospora salicis (Cda.) Rad. on Populus nigra L. and Cytospora pseudoplatani Sacc. on Acer negundo L. Cytospora species development turned to be dependent on the amount of precipitations and was slightly affected by temperature. Cytospora salicis (Cda.) Rad on Populus nigra L. and Cytospora leucosperma (Pers.) Fr on Betula pendula L. were new species for Kazakhstan. Cytospora salicis (Cda.) Rad, that parasitizes on the Populus nigra L. appeared the most hazardous specie.",,,,,,,,,4,1,0,0,3,0,4,0,10,1300-1361,,,,,,,,,,,,,,,2019-01-07,WOS:000454073800008,,
J,"Yergaliyeva, Aida; Bakic-Miric, Natasa; Shayakhmetova, Dana",,,,,"Bakic-Miric, Natasa/0000-0002-5808-2905; Shayakhmetova, Dana/0000-0001-8528-7386",,,,,THE IMPACT OF SOCIAL PRESENCE ON LEARNING OUTCOMES IN DIGITAL EDUCATION,,,,,,,,JOURNAL OF TEACHING ENGLISH FOR SPECIFIC AND ACADEMIC PURPOSES,,,,13.0,2,,,2391,2399,,,,10.22190/JTESAP250226026Y,,,,,,,Article,2025,2025,"This study aims to show the influence of social presence on the learning process of students of higher educational institutions in Kazakhstan. It demonstrates how social presence, defined as the feeling of connection and involvement with other students and teacher in the classroom, affects different attributes of learning, such as course satisfaction, timely feedback, chats, forums, etc. Data collection was gathered by the Likert scale questionnaire in which students assessed the degree of their social presence according to ten variables and the overall importance of social aspects in digital education. The results of the study provided sufficient evidence to include aspects of social presence in the development of online courses. Finally, this paper will show that understanding social presence is vital for both students and teachers as it enriches the learning experience of students and helps teachers to better understand student demands.",,,,,,,,,0,0,0,0,0,0,0,0,1,2334-9182,2334-9212,,,,,,,,,,,,,,2025-08-17,WOS:001546444500007,,
J,"Kassymova, Gulnara M.; Tulepova, Saule B.; Bekturova, Madina B.",,,,"Kassymova, Gulnara/HLX-7419-2023; Bekturova, Madina/GZK-6930-2022; Tulepova, Saule/ACK-5752-2022","Kassymova, Gulnara/0000-0002-4038-9116; Bekturova, Madina/0000-0001-6748-9355; Tulepova, Saule/0000-0003-0809-469X",,,,,Perceptions of digital competence in learning and teaching English in the context of online education,,,,,,,,CONTEMPORARY EDUCATIONAL TECHNOLOGY,,,,15.0,1,,,,,ep396,,,10.30935/cedtech/12598,,,,,,,Article,JAN 2023,2023,"Digital competence has become a crucial capability in the learning process, in the working place, and in personal communication. The aim of the article is to explore master students' perceptions of their digital competence by identifying frequency, expertise, and satisfaction in using information communication technologies (ICT) in their learning process when studying at university and teaching English as a foreign language (EFL) in the context of online education. The sample comprised 49 master students who participated in distant evening classes at a private university in Kazakhstan while working simultaneously as teachers of English in various educational institutions during the day. Master students' perceptions of digital competence is one of the approaches to reveal the gaps in students' digital competence development necessary for learning and teaching EFL online. The main research tool for data collection was the online survey allowing the master students to measure their level of digital competence. Evident from the results, the majority of respondents are digitally competent; yet there is a cohort of master students who scored low on ICT skills needed for teaching and admitted the necessity of improvement. Also, according to the findings, the respondents' frequency, expertise, and satisfaction level by their digital competence needed in the learning is higher than that in teaching. This can also imply that even though the frequency and expertise in using digital technologies for learning contributes to the development of the expertise in using them for conducting their own classes, master students need special training on the use of ICT for pedagogical purposes.",,,,,,,,,11,1,0,0,0,1,17,3,27,,1309-517X,,,,,,,,,,,,,,2023-12-14,WOS:001105872900008,,
J,"Khamitova, Makpal; Tymbolova, Altynay; Omarbayeva, Gulmira; Zholshayeva, Maira",,,,"; Zholshayeva, Maira/JLM-0617-2023","Khamitova, Makpal/0000-0001-9008-7290; Zholshayeva, Maira/0000-0003-4238-6194",,,,,Augmented reality games in linguistic education: model of cultural concepts in the linguistic worldview of philology students,,,,,,,,EDUCATION AND INFORMATION TECHNOLOGIES,,,,28.0,10,,,13647,13663,,,,10.1007/s10639-023-11765-x,,,,,MAR 2023,,Article,OCT 2023,2023,"The research aims to prove the effectiveness of introducing linguoculturology, sociolinguistics, ethnolinguistics, pragmastilistics and psycholinguistics using augmented reality tools into the learning process. For this, the method of quasi-experiment was used. The study involved 75 students studying the Kazakh language at the Department of Kazakh Linguistics at Al-Farabi Kazakh National University. They were offered to study the following disciplines: sociolinguistics, ethnolinguistics, linguoculturology, pragmastilistics, and psycholinguistics for one academic year. The results showed that students improved their Kazakhstan culture knowledge. The percentage of participants with a high knowledge level increased from 5 to 22%, with an average level - from 70 to 74%. The number of students with poor knowledge of cultural concepts decreased by 11%. This contributed to the improvement of students' expertise in culture, as well as in the language. The best descriptors of the proposed games were: funny, useful, motivating, and relevant. In the survey, 68 out of 75 students (90%) described the experience as fun, 60 out of 75 students (80%) responded as rewarding, and 57 out of 75 participants (76%) described the experience as motivating. Thus, the integration of the games into the learning process had a positive impact on the development of philology students' linguistic and cognitive skills. The research results can eliminate theoretical and empirical gaps in the language teaching methodology. Similar studies can focus on a detailed analysis of other augmented reality or virtual reality games.",,,,,,,,,4,0,0,0,0,0,4,0,36,1360-2357,1573-7608,,,,,,,,,,,,,,2023-06-13,WOS:000983781900008,,
J,"Satayev, Malik; Balta, Nuri; Shaymerdenovna, Izbassarova R.; Fernandez-Cezar, Raquel; Alcaraz-Marmol, Gema",,,,"Alcaraz-Mármol, Gema/Q-4358-2017; Fernández-Cézar, Raquel/K-2607-2018; BALTA, NURİ/AAD-6854-2021; Satayev, Malik/JPK-8008-2023","Satayev, Malik/0000-0003-3146-3262",,,,,Content and Language Integrated Learning Implementation Through Team Teaching in Biology Lessons: A Quasi-Experimental Design With University Students,,,,,,,,FRONTIERS IN EDUCATION,,,,7.0,,,,,,867447,,,10.3389/feduc.2022.867447,,,,,,,Article,MAR 14 2022,2022,"Can engaging university students in Content and Language Integrated Learning (CLIL) increase their achievement in Biology and English language? The current study explored the effectiveness of team teaching enhanced CLIL on student achievement. Framed in interdisciplinary/cross-curricular teaching, we examined the effect of CLIL strategy on student achievement in a quasi-experimental study with a sample of Biology education students (N = 25) assigned to control and experimental groups. The topic taught through CLIL was the digestive system, and this subject knowledge was used to test the students' achievement in Biology. Along with t-test and Mann-Whitney U-test a non-parametric ANCOVA was carried out to reveal group differences. We found that engaging in CLIL significantly improved student achievement both in Biology subject knowledge and English language. We highlight the critical role of CLIL in teaching content and language for science subjects such as Biology at university level.",,,,,,,,,15,0,0,0,0,0,19,1,36,,2504-284X,,,,,,,,,,,,,,2022-04-24,WOS:000778543700001,,
J,"Dewaele, Jean-Marc; Ozdemir, Cemal; Karci, Durmus; Uysal, Sinem; Ozdemir, Elif Derya; Balta, Nuri",,,,"Dewaele, Jean-Marc/F-8428-2010; özdemir, cemal/LIG-2905-2024; BALTA, NURİ/AAD-6854-2021","özdemir, cemal/0000-0002-1166-3083;",,,,,How distinctive is the foreign language enjoyment and foreign language classroom anxiety of Kazakh learners of Turkish?,,,,,,,,APPLIED LINGUISTICS REVIEW,,,,13.0,2,,,243,265,,,,10.1515/applirev-2019-0021,,,,,,,Article,MAR 28 2022,2022,"The present study focuses on foreign language enjoyment (FLE) and foreign language classroom anxiety (FLCA) of 592 learners of Turkish as a foreign language (FL) in Kazakhstan. Mean levels of FLE and FLCA were found to be similar to previous studies in different settings with different target languages. In contrast with previous literature, a weak positive correlation was found between FLE and FLCA and the gender effect went in the opposite direction, with male participants reporting more FLCA than female participants. Multiple regression analyses revealed that FLE and FLCA were more strongly predicted by learners' attitude toward Turkish and teacher-related variables than by learner-internal variables, confirming previous research outside Kazakhstan. Attitude toward the FL, teacher's friendliness, strictness and frequency of use of the FL, attitude toward the teacher, participant's age and FL exam result explained a total of 25% of variance in FLE. Differing slightly from previous studies, FLCA was found to be only weakly predicted (6% of variance) by some learner-internal variables (FL exam result, attitude toward the FL) as well as teacher-centred variables (friendliness, strictness). The findings suggest that variation in FLE and FLCA among Kazakh learners of Turkish is quite similar to that established in other contexts.",,,,,,,,,61,0,0,0,0,0,70,5,112,1868-6303,1868-6311,,,,,,,,,,,,,,2022-04-13,WOS:000776281400004,,
J,"Maxutov, Samat; Balta, Nuri; Abdulbakioglu, Mustafa; Burkholder, Eric",,,,"Maxutov, Samat/L-7412-2017; BALTA, NURI/AAD-6854-2021","Maxutov, Samat/0000-0002-4453-5512; ABDULBAKIOGLU, MUSTAFA/0000-0002-9925-200X; Burkholder, Eric/0000-0001-7420-4290; BALTA, NURI/0000-0002-6364-5346",,,,,Effects of implementing a problem-solving template in introductory physics courses,,,,,,,,EUROPEAN JOURNAL OF PHYSICS,,,,44.0,5,,,,,55703,,,10.1088/1361-6404/ace946,,,,,,,Article,SEP 1 2023,2023,"Many introductory physics textbooks include problem-solving templates that are intended to assist students in solving complex physics problems. Despite the widespread use of such templates, there is little evidence as to their effectiveness. In this study, we investigated the effects of using a research-based problem-solving template in three physics courses at a university in Kazakhstan. We generally found that students who were taught using the problem-solving template performed significantly better than students in a control group on midterm examinations. However, we saw no difference between the control and template groups on the final examinations or post-test. We saw significant uptake (60%-80%) of the template components when we analysed homework solutions from the template group and found that student attitudes toward the template were generally positive. Interestingly, we did not find substantial correlations between course performance and the degree to which students used the template on their assignments. Overall, the results are somewhat inconclusive as to the effectiveness of research-based problem-solving templates in traditional physics classrooms because of the limited sample size, unique institutional context, and mixed results from the analysis. This indicates a need for more robust and continued research in the area of problem-solving templates.",,,,,,,,,0,0,0,0,0,0,0,0,21,0143-0807,1361-6404,,,,,,,,,,,,,,2023-08-24,WOS:001048910300001,,
J,"Dukeyev, Berikbol",,,,"Dukeyev, Berikbol/JAX-3805-2023","Dukeyev, Berikbol/0000-0002-2767-1846",,,,,"Representation of the Kazakhstani famine (1931-33) in secondary school history textbooks, 1992-2021",,,,,,,,CENTRAL ASIAN SURVEY,,,,42.0,2,,,383,401,,,,10.1080/02634937.2022.2152778,,,,,JAN 2023,,Article,APR 3 2023,2023,"This paper studies the role of textbook authors when portraying the Kazakhstani famine of 1931-33 in textbooks printed between 1992 and 2021 for the secondary school subject 'The History of Kazakhstan'. Drawing on a multilayered and inter-discursive analysis of seven of these textbooks, and after 10 interviews with curriculum developers and textbook authors, this paper argues that authorship agencies have reflected a level of ambivalence: on the cause(s) of the famine; on their evaluation of it as a tragedy or as a genocide; on the identification of the perpetrators and victims; and the people's revolt against the collectivization. The textbook authors have echoed the narratives from the cautious approach to the famine's commemoration portrayed in state-led nation-building, to those in Kazakh nationalist narratives and the academic history. The results of this paper oppose the general assumption that textbook narratives are merely constructed from 'above' in a non-democratic state such as Kazakhstan.",,,,,,,,,8,0,0,0,0,0,11,3,5,0263-4937,1465-3354,,,,,,,,,,,,,,2023-01-29,WOS:000911902200001,,
